Marital_status,Application_mode,Application_order,Course,Daytime_evening_attendance,Previous_qualification,Previous_qualification_grade,Nacionality,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
Single,>23y.o,1,Mgmt,daytime,2nd_Edu,140.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,135.1,No,No,No,Yes,Male,No,61,No,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,1
Single,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,120.2,Yes,No,No,Yes,Male,No,30,No,0,5,7,5,11.0,0,0,5,5,5,11.6,0,7.6,2.6,0.32,0
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,132.8,No,No,Yes,No,Male,No,45,No,0,5,9,0,0.0,0,0,5,11,0,0.0,0,12.4,0.5,1.79,1
Single,tech_Spc_diploma,1,Agronomy,daytime,Techno_Spc_Crs,140.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Installation and Machine Operators and Assembly Workers,140.0,No,No,No,Yes,Male,No,20,No,0,6,7,6,13.571428571428571,0,0,6,6,6,12.666666666666666,0,12.4,0.5,1.79,0
Single,3rd_Ph_GC,5,Nursing,daytime,2nd_Edu,137.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Armed Forces Professions,129.3,No,No,No,Yes,Female,No,19,No,0,7,0,0,0.0,0,0,8,0,0,0.0,0,9.4,-0.8,-3.12,1
Single,transfer,1,Informatics_Engin,daytime,2nd_Edu,120.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Specialists in Intellectual and Scientific Activities,Unskilled Workers,108.2,Yes,No,No,Yes,Male,No,26,No,4,10,14,4,11.25,0,4,11,11,4,12.0,0,7.6,2.6,0.32,1
Single,2nd_phase_GC,4,Adver_Mktg_Mgmt,daytime,2nd_Edu,125.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Other Situation,125.4,Yes,No,No,Yes,Male,No,19,No,0,5,6,3,13.333333333333334,0,0,5,5,1,11.0,0,7.6,2.6,0.32,1
Single,2nd_phase_GC,1,Journalism_Communic,daytime,2nd_Edu,130.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,140.2,No,No,No,Yes,Male,Yes,19,No,0,6,6,6,12.0,0,0,6,7,6,11.666666666666666,0,16.2,0.3,-0.92,0
Single,1st_Ph_GC,3,Journalism_Communic,daytime,2nd_Edu,115.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Administrative staff,116.1,Yes,No,No,Yes,Male,No,19,No,0,6,6,6,12.5,0,0,6,7,5,13.0,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,150.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",137.8,Yes,No,No,Yes,Male,Yes,19,No,0,5,6,5,13.2,0,0,5,6,5,12.666666666666666,0,16.2,0.3,-0.92,0
Single,1st_Ph_GC,3,Adver_Mktg_Mgmt,daytime,2nd_Edu,134.0,Portuguese,10th_yr_of_Sch,7th_yr_Old,Student,Student,128.4,Yes,No,No,No,Male,No,19,No,0,5,5,0,0.0,0,0,4,4,0,0.0,0,7.6,2.6,0.32,1
Single,>23y.o,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,120.0,Portuguese,Unknown,Unknown,Student,Student,106.0,Yes,No,No,No,Male,No,28,No,0,5,7,3,11.666666666666666,0,0,5,8,2,11.5,1,7.6,2.6,0.32,1
Single,change_of_Crs,1,Mgmt,daytime,2nd_Edu,141.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,130.2,No,No,No,Yes,Male,No,24,No,10,15,16,15,13.466666666666669,1,10,14,14,14,13.642857142857142,0,9.4,-0.8,-3.12,0
Single,1st_Ph_GC,1,Equinculture,daytime,2nd_Edu,133.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Specialists in Intellectual and Scientific Activities,Administrative staff,126.0,No,No,No,Yes,Male,No,18,No,0,5,7,3,13.666666666666666,0,0,5,5,5,13.2,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,121.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction and Craftsmen",113.0,Yes,No,No,Yes,Male,Yes,18,No,0,6,7,6,11.666666666666666,0,0,6,12,5,10.2,0,12.4,0.5,1.79,0
Single,tech_Spc_diploma,1,Agronomy,daytime,Techno_Spc_Crs,120.0,Portuguese,Masters,2nd_Edu_12th_yr_of_Sch_or_Eq,Specialists in Intellectual and Scientific Activities,Installation and Machine Operators and Assembly Workers,120.0,No,No,No,Yes,Male,No,21,No,0,6,9,5,13.4,0,0,6,9,5,12.4,0,8.9,1.4,3.51,0
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,148.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",130.9,No,No,No,No,Male,No,28,No,0,5,5,0,0.0,0,0,5,6,0,0.0,0,12.4,0.5,1.79,1
Single,>23y.o,1,Agronomy,daytime,Other/11th_yr_of_Sch,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Armed Forces Professions,120.0,No,No,No,Yes,Male,No,58,No,0,6,9,0,0.0,0,0,6,6,0,0.0,0,13.9,-0.3,0.79,1
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,135.0,Portuguese,Unknown,Unknown,Student,Student,134.1,Yes,No,No,No,Male,No,49,No,0,5,5,0,0.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
Single,change_of_Crs,1,Adver_Mktg_Mgmt,daytime,2nd_Edu,130.0,Portuguese,Unknown,Unknown,Student,Student,114.8,No,No,No,Yes,Male,No,25,No,0,5,5,4,13.75,0,0,5,5,4,14.75,0,7.6,2.6,0.32,0
Divorced,transfer,1,Mgmt,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen",Intermediate Level Technicians and Professions,123.0,Yes,No,No,Yes,Male,No,33,No,0,5,5,1,10.0,0,0,5,5,0,0.0,0,7.6,2.6,0.32,1
Married,>23y.o,2,Informatics_Engin,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",118.0,No,No,No,No,Male,No,33,No,0,5,11,0,0.0,0,0,5,5,0,0.0,0,9.4,-0.8,-3.12,1
Married,change_of_Crs,1,Basic_Edu,daytime,2nd_Edu,110.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",100.0,No,No,No,Yes,Male,No,40,No,0,2,4,1,16.0,0,0,4,5,4,15.5,0,13.9,-0.3,0.79,0
Married,>23y.o,1,Mgmt_evening_eve_AA,evening,2nd_Edu,170.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Intermediate Level Technicians and Professions,151.1,No,No,No,Yes,Male,No,48,No,0,5,9,5,12.285714285714286,0,0,5,8,5,11.125,0,16.2,0.3,-0.92,0
Single,>23y.o,1,Nursing,daytime,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Installation and Machine Operators and Assembly Workers,106.0,Yes,No,No,Yes,Male,No,24,No,0,7,7,6,12.666666666666666,1,0,7,7,6,12.666666666666666,1,7.6,2.6,0.32,0
Married,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,139.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Unskilled workers in agriculture, animal production, fisheries and forestry",Other administrative support staff,127.1,No,No,No,Yes,Male,Yes,23,No,0,5,6,5,11.8,0,0,5,7,4,13.25,1,10.8,1.4,1.74,0
Single,>23y.o,1,Mgmt_evening_eve_AA,evening,Basic_Edu_3rd_Cyc_or_Eq,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Personal Services, Security and Safety Workers and Sellers",155.5,Yes,No,Yes,No,Male,No,39,No,0,5,6,5,10.6,0,0,5,7,5,14.666666666666666,0,10.8,1.4,1.74,1
Single,3rd_Ph_GC,1,Agronomy,daytime,2nd_Edu,133.1,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",101.0,No,No,No,Yes,Male,No,21,No,5,11,16,9,11.9,0,3,9,14,8,12.25,0,15.5,2.8,-4.06,0
Single,transfer,1,Informatics_Engin,daytime,Freq_of_higher_Edu,120.0,Portuguese,Cannot_read_or_write,Cannot_read_or_write,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",128.2,Yes,No,No,Yes,Male,No,34,No,4,6,8,4,11.25,0,1,5,8,2,10.5,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,134.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",122.8,No,No,No,Yes,Male,No,18,No,0,6,6,6,12.0,0,0,6,6,6,12.5,0,12.7,3.7,-1.7,0
Single,1st_Ph_GC,1,Mgmt,daytime,2nd_Edu,128.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Specialists in Intellectual and Scientific Activities,Armed Forces Professions,116.5,No,No,No,Yes,Male,No,19,No,0,5,8,2,10.0,0,0,5,8,1,16.0,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,154.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,142.0,No,No,No,Yes,Male,No,19,No,0,8,8,7,13.714285714285714,0,0,8,8,7,13.714285714285714,0,12.7,3.7,-1.7,0
Single,holders_of_other_higher_Crs,1,Agronomy,daytime,masters,150.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150.0,No,No,No,Yes,Male,No,28,No,0,6,14,6,14.875,0,0,6,12,6,15.8,0,16.2,0.3,-0.92,0
Single,2nd_phase_GC,1,Communic_Des,daytime,2nd_Edu,134.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers",Student,133.3,Yes,No,No,Yes,Male,No,18,No,0,6,7,5,10.8,1,0,6,6,0,0.0,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Social_Serv,daytime,2nd_Edu,127.0,Portuguese,Bachelors_Degree,Bachelors_Degree,Intermediate Level Technicians and Professions,Administrative staff,115.8,Yes,No,No,Yes,Male,No,19,No,0,6,11,3,12.0,0,0,6,12,2,10.0,0,11.1,0.6,2.02,1
Single,2nd_phase_GC,2,Veterinary_Nursing,daytime,2nd_Edu,133.1,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",100.0,Yes,No,Yes,No,Male,No,19,No,0,6,10,5,12.5,0,0,6,19,2,13.5,0,12.4,0.5,1.79,1
Single,2nd_phase_GC,1,Nursing,daytime,2nd_Edu,130.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,128.6,Yes,No,No,Yes,Female,No,18,No,0,7,7,7,14.728571428571428,0,0,8,11,8,16.327272727272728,0,16.2,0.3,-0.92,0
Single,1st_Ph_GC,1,Equinculture,daytime,2nd_Edu,135.0,Portuguese,Degree,Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,137.1,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,12.0,0,0,6,8,5,14.8,0,12.4,0.5,1.79,0
Single,1st_Ph_GC,1,Journalism_Communic,daytime,2nd_Edu,143.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,149.0,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,11.428571428571429,0,0,6,7,6,11.0,0,11.1,0.6,2.02,1
Single,tech_Spc_diploma,2,Social_Serv,daytime,Techno_Spc_Crs,150.0,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Unskilled Workers,147.0,Yes,No,No,Yes,Female,No,19,No,3,6,6,6,14.166666666666666,0,2,6,6,6,13.5,0,12.4,0.5,1.79,0
Married,holders_of_other_higher_Crs,1,Social_Serv,daytime,degree,150.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Cleaning workers,192,150.0,No,No,No,Yes,Female,No,31,No,1,6,12,5,12.5,0,0,6,10,5,14.6,0,12.7,3.7,-1.7,0
Single,>23y.o,1,Social_Serv_eve_AA,evening,2nd_Edu,130.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Installation and Machine Operators and Assembly Workers,103.5,No,No,No,Yes,Female,Yes,33,No,0,6,6,6,14.166666666666666,0,0,6,6,6,14.333333333333334,0,12.7,3.7,-1.7,0
Single,2nd_phase_GC,1,Tourism,daytime,2nd_Edu,115.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,109.4,Yes,No,No,Yes,Female,No,19,No,0,6,8,6,12.666666666666666,0,0,6,8,5,13.4,0,11.1,0.6,2.02,0
Single,1st_Ph_GC,3,Communic_Des,daytime,2nd_Edu,146.0,Portuguese,Unknown,Unknown,Student,Student,143.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,13.0,0,7.6,2.6,0.32,1
Single,2nd_phase_GC,3,Communic_Des,daytime,2nd_Edu,132.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",124.3,No,Yes,No,Yes,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,15.5,2.8,-4.06,1
Single,1st_Ph_GC,5,Adver_Mktg_Mgmt,daytime,2nd_Edu,116.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,119.5,Yes,No,No,No,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,8.9,1.4,3.51,1
Single,1st_Ph_GC,1,Animation_Multimed_Des,daytime,2nd_Edu,163.0,Portuguese,Degree,Masters,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers and Sellers",175.6,Yes,No,No,Yes,Female,No,18,No,0,0,0,0,0.0,0,0,0,0,0,0.0,0,11.1,0.6,2.02,0
Single,2nd_phase_GC,2,Mgmt,daytime,2nd_Edu,122.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",116.1,Yes,No,No,Yes,Female,Yes,19,No,0,5,8,5,11.2,0,0,5,5,3,11.0,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,2,Social_Serv,daytime,2nd_Edu,136.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Degree,Intermediate Level Technicians and Professions,Administrative staff,126.6,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,16.5,0,0,6,7,6,17.428571428571427,0,11.1,0.6,2.02,1
Single,2nd_phase_GC,1,Veterinary_Nursing,daytime,2nd_Edu,142.0,Portuguese,Degree,Basic_Edu_3rd_cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",130.8,Yes,No,No,Yes,Female,No,18,No,0,5,9,3,13.666666666666666,1,0,5,5,5,12.0,0,12.7,3.7,-1.7,0
Single,2nd_phase_GC,6,Nursing,daytime,2nd_Edu,139.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",133.5,Yes,No,No,Yes,Female,Yes,18,No,0,8,8,7,15.228571428571428,0,0,8,8,7,15.228571428571428,0,12.7,3.7,-1.7,0
Single,short_Cyc_diploma,1,Social_Serv,daytime,Pro_higher_Technic_Crs,140.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Armed Forces Professions,136.9,Yes,No,No,Yes,Female,No,21,No,5,9,10,9,12.77777777777778,0,4,9,9,9,13.22222222222222,0,8.9,1.4,3.51,0
Single,1st_Ph_GC,1,Nursing,daytime,2nd_Edu,165.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",142.3,No,No,No,Yes,Female,Yes,18,No,0,8,8,7,14.428571428571429,0,0,8,8,7,14.428571428571429,0,12.7,3.7,-1.7,0
Single,2nd_phase_GC,3,Adver_Mktg_Mgmt,daytime,2nd_Edu,122.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,114.3,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,13.875,0,0,6,7,6,13.714285714285714,0,11.1,0.6,2.02,0
Single,1st_Ph_GC,2,Nursing,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Armed Forces Professions,122.9,Yes,No,No,Yes,Female,No,18,No,0,7,10,7,13.128,0,0,8,13,6,13.193333333333332,0,15.5,2.8,-4.06,0
Single,2nd_phase_GC,1,Nursing,daytime,2nd_Edu,128.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Intermediate Level Technicians and Professions,117.2,Yes,No,No,Yes,Female,No,20,No,0,7,9,6,11.605,0,0,8,10,7,12.4125,0,16.2,0.3,-0.92,0
Single,2nd_phase_GC,1,Mgmt,daytime,2nd_Edu,139.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",152.0,No,No,No,Yes,Female,Yes,18,No,0,5,5,5,14.6,0,0,5,8,5,12.0,0,12.7,3.7,-1.7,0
Single,1st_Ph_GC,2,Journalism_Communic,daytime,2nd_Edu,125.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,"Personal Services, Security and Safety Workers and Sellers",122.2,Yes,No,No,Yes,Female,No,18,No,0,6,0,0,0.0,0,0,6,0,0,0.0,0,11.1,0.6,2.02,1
Single,3rd_Ph_GC,2,Mgmt,daytime,2nd_Edu,102.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Cleaning workers,"Data, accounting, statistical, financial services and registry-related operators",101.7,Yes,No,No,Yes,Female,Yes,20,No,0,5,6,5,11.8,0,0,5,6,5,11.6,0,8.9,1.4,3.51,0
Single,2nd_phase_GC,1,Tourism,daytime,2nd_Edu,116.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Installation and Machine Operators and Assembly Workers,119.9,Yes,No,No,Yes,Female,No,20,No,0,6,6,6,12.333333333333334,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,0
Single,2nd_phase_GC,1,Mgmt,daytime,2nd_Edu,138.0,Portuguese,Basic_Edu_1st_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,123.7,Yes,No,Yes,Yes,Female,Yes,19,No,0,5,5,4,11.0,0,0,5,5,0,0.0,0,11.1,0.6,2.02,1
Single,change_of_Inst/Crs,1,Communic_Des,daytime,2nd_Edu,135.0,Portuguese,Degree,2nd_Edu_12th_yr_of_Sch_or_Eq,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers and Sellers",121.8,No,No,No,Yes,Female,Yes,19,No,5,11,11,11,13.181818181818182,0,5,11,11,11,12.909090909090908,0,11.1,0.6,2.02,0
Single,2nd_phase_GC,4,Adver_Mktg_Mgmt,daytime,2nd_Edu,110.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Blank,106.1,Yes,Yes,Yes,No,Female,Yes,18,No,0,6,6,1,11.0,0,0,6,0,0,0.0,0,12.7,3.7,-1.7,1
Single,2nd_phase_GC,3,Journalism_Communic,daytime,2nd_Edu,132.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Unskilled Workers,124.3,Yes,No,Yes,Yes,Female,Yes,19,No,0,6,6,6,11.833333333333334,0,0,6,7,6,12.285714285714286,0,15.5,2.8,-4.06,0
Single,1st_Ph_GC,2,Nursing,daytime,2nd_Edu,126.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Administrative staff,"Skilled Workers in Industry, Construction and Craftsmen",124.3,Yes,No,No,Yes,Female,Yes,20,No,0,8,8,8,12.98125,0,0,8,8,8,12.98125,0,9.4,-0.8,-3.12,0
Single,tech_Spc_diploma,1,Mgmt,daytime,Techno_Spc_Crs,117.4,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Administrative staff,Unskilled Workers,117.4,Yes,No,No,Yes,Female,No,21,No,4,7,10,6,11.333333333333334,0,1,5,6,5,11.2,0,11.1,0.6,2.02,0
Single,change_of_Crs,2,Nursing,daytime,2nd_Edu,120.0,Portuguese,Spc_higher_studies_Crs,Degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,112.7,No,No,No,Yes,Female,No,21,No,0,8,12,6,11.68,0,0,8,12,6,11.68,0,10.8,1.4,1.74,0
Single,2nd_phase_GC,1,Communic_Des,daytime,2nd_Edu,116.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,123.7,No,No,No,Yes,Female,No,20,No,0,6,6,6,14.5,0,0,6,7,6,13.5,0,11.1,0.6,2.02,0
Single,3rd_Ph_GC,2,Basic_Edu,daytime,2nd_Edu,111.0,Portuguese,Basic_Edu_2nd_Cyc_or_Eq,Basic_Edu_2nd_Cyc_or_Eq,Cleaning workers,171,105.8,Yes,No,No,Yes,Female,No,19,No,0,7,7,7,13.142857142857142,0,0,7,8,7,12.857142857142858,0,8.9,1.4,3.51,0
Single,2nd_phase_GC,3,Veterinary_Nursing,daytime,2nd_Edu,128.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Other Situation,124.2,No,No,No,No,Female,No,21,No,0,5,8,2,11.5,0,0,5,7,2,10.5,0,7.6,2.6,0.32,1
Single,1st_Ph_GC,1,Veterinary_Nursing,daytime,2nd_Edu,123.0,Portuguese,8th_yr_of_Sch,Basic_Edu_3rd_cyc_or_Eq,Administrative staff,Other Situation,122.3,No,No,No,Yes,Female,No,18,No,0,5,6,5,14.2,0,0,5,7,5,11.8,0,7.6,2.6,0.32,0
Single,1st_Ph_GC,5,Tourism,daytime,2nd_Edu,131.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_1st_Cyc_or_Eq,Unskilled Workers,Unskilled Workers,123.7,No,No,No,Yes,Female,Yes,19,No,0,6,8,5,11.666666666666666,0,0,6,7,5,12.2,0,8.9,1.4,3.51,0
Single,2nd_phase_GC,2,Nursing,daytime,2nd_Edu,135.0,Portuguese,Basic_Edu_3rd_Cyc_or_Eq,Basic_Edu_3rd_cyc_or_Eq,Unskilled Workers,Administrative staff,129.8,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,13.175,0,0,8,8,8,14.875,0,13.9,-0.3,0.79,0
Single,1st_Ph_GC,4,Nursing,daytime,2nd_Edu,136.0,Portuguese,2nd_Edu_12th_yr_of_Sch_or_Eq,2nd_Edu_12th_yr_of_Sch_or_Eq,Unskilled Workers,Unskilled Workers,123.8,Yes,No,No,Yes,Female,Yes,19,No,0,8,8,7,13.314285714285717,0,0,8,8,7,13.314285714285717,0,12.7,3.7,-1.7,0
